-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,24,30,23,25,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,24,-1,-1,25,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,24,-1,-1,25,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,24,23,-1,-1,23,25,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,24,-1,-1,-1,-1,25,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,24,23,-1,-1,-1,-1,23,25,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,24,-1,-1,-1,-1,-1,-1,25,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,24,-1,-1,-1,-1,-1,-1,25,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,24,-1,-1,-1,-1,-1,-1,25,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,24,-1,-1,-1,-1,-1,-1,25,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,24,-1,-1,-1,-1,-1,-1,25,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,24,-1,-1,-1,-1,-1,-1,25,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,24,-1,-1,-1,-1,-1,-1,25,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,24,-1,-1,-1,-1,-1,-1,25,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,27,-1,-1,-1,-1,28,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,24,-1,-1,-1,-1,25,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,26,26,26,26,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
