<?xml version="1.0" encoding="UTF-8"?>
<map version="1.10" tiledversion="1.10.2" orientation="orthogonal" renderorder="right-down" width="25" height="25" tilewidth="64" tileheight="64" infinite="0" nextlayerid="7" nextobjectid="1">
 <editorsettings>
  <export target="cave.csv" format="csv"/>
 </editorsettings>
 <tileset firstgid="1" source="../../../../Карта для игры/game_of_thrones_tileset.tsx"/>
 <layer id="1" name="objects" width="25" height="25">
  <data encoding="csv">
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,22,25,31,24,26,22,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,22,25,0,0,26,22,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,22,25,0,0,26,22,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,25,24,0,0,24,26,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,25,0,0,0,0,26,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,25,24,0,0,0,0,24,26,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,25,0,0,0,0,0,0,26,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,25,0,0,0,0,0,0,26,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,25,0,0,0,0,0,0,26,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,25,0,0,0,0,0,0,26,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,25,0,0,0,0,0,0,26,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,25,0,0,0,0,0,0,26,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,25,0,0,0,0,0,0,26,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,25,0,0,0,0,0,0,26,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,28,0,0,0,0,29,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,25,0,0,0,0,26,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,22,27,27,27,27,22,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
</data>
 </layer>
 <layer id="3" name="animals" width="25" height="25">
  <data encoding="csv">
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
</data>
 </layer>
 <layer id="2" name="charecters" width="25" height="25">
  <data encoding="csv">
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
