14,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,14,-1,-1,14,-1,-1,-1,14,-1,-1,-1,-1,14,-1
-1,14,-1,-1,14,-1,14,-1,-1,14,-1,-1,-1,14,-1,-1,14,-1,14,-1,14,-1,-1,-1,14
14,-1,-1,14,-1,-1,-1,14,-1,-1,-1,-1,14,-1,14,-1,-1,14,-1,-1,-1,-1,14,-1,-1
-1,14,-1,-1,-1,14,-1,-1,-1,-1,14,-1,-1,-1,-1,14,-1,-1,14,-1,14,-1,-1,-1,14
-1,-1,-1,-1,14,-1,-1,14,-1,-1,-1,-1,14,-1,-1,-1,14,-1,-1,-1,14,-1,14,-1,14
14,-1,14,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,14,-1,-1,20,-1,-1,-1,-1,14,-1
-1,-1,-1,-1,14,-1,14,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1
14,-1,-1,14,-1,-1,-1,14,-1,-1,-1,-1,-1,14,-1,-1,14,-1,-1,14,-1,-1,-1,-1,14
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,14,-1,-1
14,-1,14,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,12,-1,-1,14,-1,-1,-1,-1,-1,14
-1,14,-1,14,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,14,-1,-1
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,14
-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,14,-1
-1,14,-1,-1,14,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,14,-1,-1,14
-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,14,-1,14,-1
14,-1,-1,14,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,14,-1,-1,14,-1,-1,-1,-1,14,-1,-1,-1,-1,14,-1,14,-1,14,-1,14,-1,14
14,-1,-1,-1,14,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,14,-1,-1
-1,-1,14,-1,-1,14,-1,14,-1,-1,14,-1,-1,19,-1,-1,14,-1,-1,14,-1,-1,-1,14,-1
14,-1,-1,-1,-1,14,-1,-1,14,-1,-1,-1,-1,-1,14,-1,14,-1,14,-1,-1,-1,14,-1,-1
-1,-1,-1,14,-1,-1,14,-1,-1,-1,-1,-1,14,-1,-1,14,-1,-1,-1,-1,14,-1,-1,-1,14
14,-1,14,-1,-1,-1,-1,-1,14,-1,14,-1,-1,-1,-1,-1,14,-1,14,-1,-1,-1,14,-1,-1
-1,14,-1,-1,-1,-1,14,-1,-1,14,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,14,-1,-1,14
-1,-1,-1,14,-1,-1,14,-1,-1,-1,-1,14,-1,14,-1,14,-1,-1,-1,14,-1,-1,-1,-1,-1
14,-1,-1,-1,14,-1,-1,-1,14,-1,-1,-1,14,-1,-1,-1,-1,14,-1,-1,-1,14,-1,-1,14
